advocacy_scope,specification,cycle,district_id,race_name,is_senate,pro_dem_usd,pro_rep_usd,net_pro_dem_musd,total_directional_musd,residual_pp,actual_margin
all,race_matched,2020,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 1,0,593.3,186.95,0.000406,0.00078,-3.94,-43.9
all,race_matched,2020,ld09,LEGISLATIVE DISTRICT 9 - STATE SENATOR,1,41.47,1430.7,-0.001389,0.001472,-1.2,-31.37
all,race_matched,2020,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,293445.12,382478.1,-0.089033,0.675923,-3.26,-0.98
all,race_matched,2020,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 1,0,462.48,2705.71,-0.002243,0.003168,3.16,-20.87
all,race_matched,2020,ld13,LEGISLATIVE DISTRICT 13 - STATE REPRESENTATIVE POS. 1,0,0.0,186.95,-0.000187,0.000187,-2.83,-42.81
all,race_matched,2020,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,462.35,1537.39,-0.001075,0.002,2.52,-19.32
all,race_matched,2020,ld15,"LEGISLATIVE DISTRICT 15 - REPRESENTATIVE, POSITION 2",0,369.62,0.0,0.00037,0.00037,2.63,-18.27
all,race_matched,2020,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,5219.62,0.0,0.00522,0.00522,-0.28,-27.24
all,race_matched,2020,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,433300.78,18711.57,0.414589,0.452012,-0.12,-2.16
all,race_matched,2020,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,406.84,1400.66,-0.000994,0.001808,-2.2,-22.51
all,race_matched,2020,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,120289.7,15187.66,0.105102,0.135477,-10.88,-18.77
all,race_matched,2020,ld20,LEGISLATIVE DISTRICT 20 - STATE REPRESENTATIVE POS. 1,0,281.77,0.0,0.000282,0.000282,-4.96,-41.67
all,race_matched,2020,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,2246.12,0.0,0.002246,0.002246,-0.41,29.25
all,race_matched,2020,ld22,LEGISLATIVE DISTRICT 22 - STATE REPRESENTATIVE POS. 1,0,405.6,0.0,0.000406,0.000406,-2.58,33.19
all,race_matched,2020,ld23,LEGISLATIVE DISTRICT 23 - STATE REPRESENTATIVE POS. 1,0,318.9,0.0,0.000319,0.000319,-2.89,23.94
all,race_matched,2020,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,18730.71,5011.42,0.013719,0.023742,-2.76,8.42
all,race_matched,2020,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,552.49,21214.09,-0.020662,0.021767,0.65,-6.92
all,race_matched,2020,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,296700.54,7016.77,0.289684,0.303717,-1.22,-5.67
all,race_matched,2020,ld27,LEGISLATIVE DISTRICT 27 - STATE SENATOR,1,522.25,0.0,0.000522,0.000522,-1.08,39.41
all,race_matched,2020,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,3246.03,36264.9,-0.033019,0.039511,0.63,14.6
all,race_matched,2020,ld29,LEGISLATIVE DISTRICT 29 - STATE REPRESENTATIVE POS. 1,0,8778.75,0.0,0.008779,0.008779,1.43,27.69
all,race_matched,2020,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 2,0,11448.72,0.0,0.011449,0.011449,5.54,20.66
all,race_matched,2020,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,461.89,0.0,0.000462,0.000462,-4.87,-27.05
all,race_matched,2020,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 1,0,418.17,0.0,0.000418,0.000418,-1.97,-16.8
all,race_matched,2020,ld38,LEGISLATIVE DISTRICT 38 - STATE REPRESENTATIVE POS. 1,0,303.2,0.0,0.000303,0.000303,-2.48,17.93
all,race_matched,2020,ld40,LEGISLATIVE DISTRICT 40 - STATE SENATOR,1,334.11,0.0,0.000334,0.000334,1.97,39.12
all,race_matched,2020,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,450206.93,92337.75,0.357869,0.542545,0.57,2.33
all,race_matched,2020,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,7886.42,0.0,0.007886,0.007886,-0.69,14.39
all,race_matched,2020,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,406.84,0.0,0.000407,0.000407,-1.77,26.16
all,race_matched,2022,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,248.9,0.0,0.000249,0.000249,5.29,41.76
all,race_matched,2022,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,10864.58,176.03,0.010689,0.011041,5.28,24.92
all,race_matched,2022,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,858.68,24031.95,-0.023173,0.024891,0.47,-26.86
all,race_matched,2022,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 2,0,57.9,0.0,5.8e-05,5.8e-05,-3.41,-23.47
all,race_matched,2022,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,445422.08,237718.91,0.207703,0.683141,0.64,0.22
all,race_matched,2022,ld15,LEGISLATIVE DISTRICT 15 - STATE SENATOR,1,73.51,0.0,7.4e-05,7.4e-05,-6.05,-35.33
all,race_matched,2022,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,189.31,0.0,0.000189,0.000189,-4.62,-37.91
all,race_matched,2022,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,160.36,0.0,0.00016,0.00016,4.88,-6.46
all,race_matched,2022,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,73850.07,27552.79,0.046297,0.101403,6.86,-4.9
all,race_matched,2022,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,423.19,0.0,0.000423,0.000423,-2.14,-24.4
all,race_matched,2022,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,183.19,0.0,0.000183,0.000183,0.86,34.86
all,race_matched,2022,ld22,LEGISLATIVE DISTRICT 22 - STATE REPRESENTATIVE POS. 1,0,131.41,0.0,0.000131,0.000131,-0.16,31.82
all,race_matched,2022,ld23,LEGISLATIVE DISTRICT 23 - STATE REPRESENTATIVE POS. 1,0,131.41,0.0,0.000131,0.000131,-5.17,27.73
all,race_matched,2022,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,35126.32,19253.61,0.015873,0.05438,3.83,13.22
all,race_matched,2022,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,131.41,0.0,0.000131,0.000131,-1.17,-11.43
all,race_matched,2022,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,27043.68,193854.44,-0.166811,0.220898,6.72,-0.99
all,race_matched,2022,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,131.41,0.0,0.000131,0.000131,1.18,43.26
all,race_matched,2022,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,631.41,92773.37,-0.092142,0.093405,2.68,16.42
all,race_matched,2022,ld29,LEGISLATIVE DISTRICT 29 - STATE REPRESENTATIVE POS. 1,0,131.41,9414.74,-0.009283,0.009546,-5.28,13.98
all,race_matched,2022,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,63667.82,21925.97,0.041742,0.085594,-1.3,10.81
all,race_matched,2022,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,160.36,0.0,0.00016,0.00016,1.74,-20.2
all,race_matched,2022,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 2,0,160.36,0.0,0.00016,0.00016,9.96,59.01
all,race_matched,2022,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 1,0,160.36,0.0,0.00016,0.00016,0.1,-18.12
all,race_matched,2022,ld38,LEGISLATIVE DISTRICT 38 - STATE REPRESENTATIVE POS. 1,0,15129.65,0.0,0.01513,0.01513,1.76,17.13
all,race_matched,2022,ld39,LEGISLATIVE DISTRICT 39 - STATE REPRESENTATIVE POS. 2,0,212.15,0.0,0.000212,0.000212,1.86,-19.43
all,race_matched,2022,ld40,LEGISLATIVE DISTRICT 40 - STATE REPRESENTATIVE POS. 1,0,953.34,0.0,0.000953,0.000953,1.55,38.78
all,race_matched,2022,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,407765.85,118252.65,0.289513,0.526019,-1.61,3.53
all,race_matched,2022,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,58303.45,123818.24,-0.065515,0.182122,-6.16,6.63
all,race_matched,2022,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,131.41,0.0,0.000131,0.000131,-0.97,24.13
all,race_matched,2024,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,152.98,0.0,0.000153,0.000153,3.95,38.55
all,race_matched,2024,ld02,LEGISLATIVE DISTRICT 2 - STATE SENATOR,1,120.4,1350.68,-0.00123,0.001471,1.8,-26.23
all,race_matched,2024,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,856.61,0.0,0.000857,0.000857,-0.96,17.58
all,race_matched,2024,ld04,LEGISLATIVE DISTRICT 4 - STATE SENATOR,1,856.61,324.64,0.000532,0.001181,1.99,-28.8
all,race_matched,2024,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,856.61,228.98,0.000628,0.001086,-3.39,-24.73
all,race_matched,2024,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 2,0,954.35,484.22,0.00047,0.001439,2.05,-41.64
all,race_matched,2024,ld08,LEGISLATIVE DISTRICT 8 - STATE REPRESENTATIVE POS. 2,0,300.97,2881.97,-0.002581,0.003183,-3.78,-41.02
all,race_matched,2024,ld09,LEGISLATIVE DISTRICT 9 - STATE REPRESENTATIVE POS. 1,0,856.61,603.26,0.000253,0.00146,1.43,-29.86
all,race_matched,2024,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,190244.3,256297.72,-0.066053,0.446542,0.72,6.54
all,race_matched,2024,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 1,0,954.35,648.53,0.000306,0.001603,10.32,-6.62
all,race_matched,2024,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,17346.7,107684.82,-0.090338,0.125032,9.67,-8.28
all,race_matched,2024,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,921.77,120.55,0.000801,0.001042,1.27,-29.01
all,race_matched,2024,ld17,LEGISLATIVE DISTRICT 17 - STATE SENATOR,1,745909.66,807693.92,-0.061784,1.553604,3.91,-2.34
all,race_matched,2024,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,120.4,23785.83,-0.023665,0.023906,-1.51,-11.43
all,race_matched,2024,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,283.32,230.43,5.3e-05,0.000514,2.31,-20.12
all,race_matched,2024,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,1945.4,0.0,0.001945,0.001945,-0.34,33.71
all,race_matched,2024,ld23,LEGISLATIVE DISTRICT 23 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,0.64,26.09
all,race_matched,2024,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,91059.5,0.0,0.091059,0.091059,-3.04,10.07
all,race_matched,2024,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,120.4,1333.29,-0.001213,0.001454,3.13,-11.88
all,race_matched,2024,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,645906.33,244729.81,0.401177,0.890636,3.73,3.66
all,race_matched,2024,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,1337.07,0.0,0.001337,0.001337,1.07,43.55
all,race_matched,2024,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,120.4,1663.86,-0.001543,0.001784,-0.08,17.04
all,race_matched,2024,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,0.89,12.44
all,race_matched,2024,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,120.4,1825.0,-0.001705,0.001945,-1.8,-27.38
all,race_matched,2024,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,3.91,48.57
all,race_matched,2024,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 2,0,120.4,1127.66,-0.001007,0.001248,0.64,-17.31
all,race_matched,2024,ld38,LEGISLATIVE DISTRICT 38 - STATE REPRESENTATIVE POS. 2,0,120.4,0.0,0.00012,0.00012,-0.34,19.11
all,race_matched,2024,ld39,LEGISLATIVE DISTRICT 39 - STATE SENATOR,1,120.4,394.48,-0.000274,0.000515,2.31,-21.22
all,race_matched,2024,ld40,LEGISLATIVE DISTRICT 40 - STATE SENATOR,1,856.61,0.0,0.000857,0.000857,1.34,39.33
all,race_matched,2024,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,38008.9,0.0,0.038009,0.038009,3.61,10.8
all,race_matched,2024,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 2,0,120.4,0.0,0.00012,0.00012,-0.08,15.28
all,race_matched,2024,ld49,LEGISLATIVE DISTRICT 49 - STATE REPRESENTATIVE POS. 1,0,120.4,0.0,0.00012,0.00012,1.95,27.21
express,district_aggregate,2018,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,1749.66,0.0,0.00175,0.00175,-2.12,36.0
express,district_aggregate,2018,ld02,LEGISLATIVE DISTRICT 2 - STATE REPRESENTATIVE POS. 1,0,395.91,0.0,0.000396,0.000396,-2.26,-18.34
express,district_aggregate,2018,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,11485.74,377.52,0.011108,0.011863,-0.1,28.31
express,district_aggregate,2018,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,940.81,0.0,0.000941,0.000941,0.87,-15.48
express,district_aggregate,2018,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,33772.5,10186.27,0.023586,0.043959,-0.97,-6.91
express,district_aggregate,2018,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 1,0,1996.6,729.21,0.001267,0.002726,-4.81,-36.76
express,district_aggregate,2018,ld08,LEGISLATIVE DISTRICT 8 - STATE REPRESENTATIVE POS. 1,0,593.88,0.0,0.000594,0.000594,-7.12,-30.56
express,district_aggregate,2018,ld09,LEGISLATIVE DISTRICT 9 - STATE REPRESENTATIVE POS. 1,0,1336.73,10044.0,-0.008707,0.011381,-5.07,-28.16
express,district_aggregate,2018,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,40781.58,11573.56,0.029208,0.052355,0.38,-4.32
express,district_aggregate,2018,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 2,0,461.9,486.12,-2.4e-05,0.000948,-7.17,-27.6
express,district_aggregate,2018,ld13,LEGISLATIVE DISTRICT 13 - STATE REPRESENTATIVE POS. 1,0,65135.45,0.0,0.065135,0.065135,-8.27,-42.68
express,district_aggregate,2018,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,1336.73,0.0,0.001337,0.001337,-1.27,-17.49
express,district_aggregate,2018,ld15,LEGISLATIVE DISTRICT 15 - STATE REPRESENTATIVE POS. 1,0,1006.81,15000.0,-0.013993,0.016007,-4.84,-19.42
express,district_aggregate,2018,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,5836.73,5727.65,0.000109,0.011564,-4.18,-25.17
express,district_aggregate,2018,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,52013.3,254.76,0.051759,0.052268,2.94,-1.3
express,district_aggregate,2018,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,10697.49,9554.76,0.001143,0.020252,-0.12,-11.12
express,district_aggregate,2018,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,6039.11,54272.43,-0.048233,0.060312,-7.96,-0.97
express,district_aggregate,2018,ld20,LEGISLATIVE DISTRICT 20 - STATE REPRESENTATIVE POS. 1,0,791.83,0.0,0.000792,0.000792,-0.58,-24.04
express,district_aggregate,2018,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,1630.11,0.0,0.00163,0.00163,-6.79,31.52
express,district_aggregate,2018,ld24,LEGISLATIVE DISTRICT 24 - STATE REPRESENTATIVE POS. 1,0,659.86,1452.0,-0.000792,0.002112,-9.1,16.01
express,district_aggregate,2018,ld25,LEGISLATIVE DISTRICT 25 - STATE REPRESENTATIVE POS. 1,0,989.79,195089.42,-0.1941,0.196079,-1.34,-1.12
express,district_aggregate,2018,ld26,LEGISLATIVE DISTRICT 26 - STATE REPRESENTATIVE POS. 1,0,148429.18,324128.86,-0.1757,0.472558,-1.72,-3.74
express,district_aggregate,2018,ld27,LEGISLATIVE DISTRICT 27 - STATE REPRESENTATIVE POS. 1,0,804.2,0.0,0.000804,0.000804,-5.8,42.46
express,district_aggregate,2018,ld28,LEGISLATIVE DISTRICT 28 - STATE REPRESENTATIVE POS. 1,0,100475.24,0.0,0.100475,0.100475,-6.8,5.64
express,district_aggregate,2018,ld29,LEGISLATIVE DISTRICT 29 - STATE REPRESENTATIVE POS. 1,0,1044.96,115.49,0.000929,0.00116,-8.11,22.23
express,district_aggregate,2018,ld30,LEGISLATIVE DISTRICT 30 - STATE REPRESENTATIVE POS. 1,0,84482.1,393225.88,-0.308744,0.477708,2.9,6.26
express,district_aggregate,2018,ld31,LEGISLATIVE DISTRICT 31 - STATE REPRESENTATIVE POS. 1,0,1768.65,0.0,0.001769,0.001769,-5.49,-19.39
express,district_aggregate,2018,ld32,LEGISLATIVE DISTRICT 32 - STATE REPRESENTATIVE POS. 1,0,61044.76,61004.28,4e-05,0.122049,-6.81,39.46
express,district_aggregate,2018,ld35,LEGISLATIVE DISTRICT 35 - STATE REPRESENTATIVE POS. 1,0,71162.64,9706.41,0.061456,0.080869,-5.75,-15.47
express,district_aggregate,2018,ld39,LEGISLATIVE DISTRICT 39 - STATE REPRESENTATIVE POS. 1,0,1600.66,28213.91,-0.026613,0.029815,-2.8,-13.21
express,district_aggregate,2018,ld40,LEGISLATIVE DISTRICT 40 - STATE REPRESENTATIVE POS. 1,0,1560.31,211.2,0.001349,0.001772,-3.54,34.23
express,district_aggregate,2018,ld42,LEGISLATIVE DISTRICT 42 - STATE REPRESENTATIVE POS. 1,0,212117.55,606.12,0.211511,0.212724,-0.43,-0.11
express,district_aggregate,2018,ld44,LEGISLATIVE DISTRICT 44 - STATE REPRESENTATIVE POS. 1,0,49694.03,17791.54,0.031902,0.067486,2.18,14.07
express,district_aggregate,2020,ld01,LEGISLATIVE DISTRICT 1 - STATE REPRESENTATIVE POS. 1,0,1108.5,0.0,0.001108,0.001108,0.28,32.96
express,district_aggregate,2020,ld02,LEGISLATIVE DISTRICT 2 - STATE REPRESENTATIVE POS. 2,0,436.51,0.0,0.000437,0.000437,-3.36,-31.41
express,district_aggregate,2020,ld03,LEGISLATIVE DISTRICT 3 - STATE REPRESENTATIVE POS. 1,0,1409.01,186.95,0.001222,0.001596,-1.49,21.15
express,district_aggregate,2020,ld04,LEGISLATIVE DISTRICT 4 - STATE REPRESENTATIVE POS. 1,0,22009.01,560.85,0.021448,0.02257,3.46,-20.79
express,district_aggregate,2020,ld06,LEGISLATIVE DISTRICT 6 - STATE REPRESENTATIVE POS. 1,0,939.34,373.9,0.000565,0.001313,-0.8,-3.95
express,district_aggregate,2020,ld07,LEGISLATIVE DISTRICT 7 - STATE REPRESENTATIVE POS. 1,0,593.3,373.9,0.000219,0.000967,-3.94,-43.9
express,district_aggregate,2020,ld09,LEGISLATIVE DISTRICT 9 - STATE SENATOR,1,41.47,1804.6,-0.001763,0.001846,-1.2,-31.37
express,district_aggregate,2020,ld10,LEGISLATIVE DISTRICT 10 - STATE REPRESENTATIVE POS. 1,0,172375.7,0.0,0.172376,0.172376,-3.26,-0.98
express,district_aggregate,2020,ld12,LEGISLATIVE DISTRICT 12 - STATE REPRESENTATIVE POS. 1,0,462.48,2705.71,-0.002243,0.003168,3.16,-20.87
express,district_aggregate,2020,ld13,LEGISLATIVE DISTRICT 13 - STATE REPRESENTATIVE POS. 1,0,462.35,373.9,8.8e-05,0.000836,-2.83,-42.81
express,district_aggregate,2020,ld14,LEGISLATIVE DISTRICT 14 - STATE REPRESENTATIVE POS. 1,0,821.01,3074.79,-0.002254,0.003896,2.52,-19.32
express,district_aggregate,2020,ld15,"LEGISLATIVE DISTRICT 15 - REPRESENTATIVE, POSITION 2",0,369.62,0.0,0.00037,0.00037,2.63,-18.27
express,district_aggregate,2020,ld16,LEGISLATIVE DISTRICT 16 - STATE REPRESENTATIVE POS. 1,0,134709.55,80246.36,0.054463,0.214956,-0.28,-27.24
express,district_aggregate,2020,ld17,LEGISLATIVE DISTRICT 17 - STATE REPRESENTATIVE POS. 1,0,68770.48,13400.67,0.05537,0.082171,-0.12,-2.16
express,district_aggregate,2020,ld18,LEGISLATIVE DISTRICT 18 - STATE REPRESENTATIVE POS. 1,0,12378.83,165958.33,-0.15358,0.178337,-2.2,-22.51
express,district_aggregate,2020,ld19,LEGISLATIVE DISTRICT 19 - STATE REPRESENTATIVE POS. 1,0,190157.67,57384.0,0.132774,0.247542,-10.88,-18.77
express,district_aggregate,2020,ld20,LEGISLATIVE DISTRICT 20 - STATE REPRESENTATIVE POS. 1,0,563.54,1715.72,-0.001152,0.002279,-4.96,-41.67
express,district_aggregate,2020,ld21,LEGISLATIVE DISTRICT 21 - STATE REPRESENTATIVE POS. 1,0,4492.24,0.0,0.004492,0.004492,-0.41,29.25
express,district_aggregate,2020,ld22,LEGISLATIVE DISTRICT 22 - STATE REPRESENTATIVE POS. 1,0,957.43,0.0,0.000957,0.000957,-2.58,33.19
